FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Area,Shape__Length
1,42,003,563900,2,420035639002,Block Group 2,G5030,S,744135,0,+40.4153199,-079.8449823,7.8956298845e-05,0.049265269213276
2,42,003,499300,1,420034993001,Block Group 1,G5030,S,576117,324290,+40.3335314,-079.8917556,9.5422270125e-05,0.066788923036657
3,42,003,523400,1,420035234001,Block Group 1,G5030,S,892612,0,+40.4502476,-079.8337398,9.4758924244e-05,0.059439205193287
4,42,003,519000,3,420035190003,Block Group 3,G5030,S,1240861,0,+40.4463623,-079.8420315,0.000131721174977,0.069208129689772
5,42,003,562800,1,420035628001,Block Group 1,G5030,S,1121310,0,+40.4202303,-080.0745958,0.000118984587229,0.06025026074321
6,42,003,464300,2,420034643002,Block Group 2,G5030,S,319324,0,+40.4462671,-080.0712538,3.3897225549e-05,0.035782828174183
7,42,003,414101,4,420034141014,Block Group 4,G5030,S,1302503,0,+40.6073338,-079.9244867,0.000138591612403,0.074292718973364
8,42,003,562500,4,420035625004,Block Group 4,G5030,S,601811,0,+40.4580575,-080.0582931,6.3894991943e-05,0.052850176596122
9,42,003,980400,1,420039804001,Block Group 1,G5030,S,1106930,0,+40.4819378,-080.0200164,0.000117565118427,0.075454475151637
10,42,003,141400,5,420031414005,Block Group 5,G5030,S,140752,0,+40.4275500,-079.9245784,1.4937221004e-05,0.017373685413029
11,42,003,261400,1,420032614001,Block Group 1,G5030,S,306418,0,+40.4653223,-080.0168974,3.2535757124e-05,0.024595828447828
12,42,003,562800,2,420035628002,Block Group 2,G5030,S,653727,0,+40.4269246,-080.0658036,6.9374928096e-05,0.051106545577842
13,42,003,523400,3,420035234003,Block Group 3,G5030,S,395709,0,+40.4551660,-079.8391121,4.2010937789e-05,0.04046678575448
14,42,003,523400,4,420035234004,Block Group 4,G5030,S,392365,0,+40.4535110,-079.8298824,4.1655122532e-05,0.031827575133258
15,42,003,563200,2,420035632002,Block Group 2,G5030,S,294225,0,+40.4535116,-079.9979371,3.1235629958e-05,0.026501531318622
16,42,003,488600,1,420034886001,Block Group 1,G5030,S,977202,0,+40.3501351,-079.9134469,0.000103586675551,0.061051754885043
17,42,003,472200,3,420034722003,Block Group 3,G5030,S,339017,0,+40.3957051,-080.0433601,3.5961049624e-05,0.024809998114984
18,42,003,564100,1,420035641001,Block Group 1,G5030,S,1450326,0,+40.4224180,-080.0885510,0.000153902404109,0.075560199675284
19,42,003,470502,1,420034705021,Block Group 1,G5030,S,1107920,0,+40.4074702,-080.0688312,0.000117541879343,0.06554630255964
20,42,003,465800,1,420034658001,Block Group 1,G5030,S,586955,0,+40.4323757,-080.0624340,6.2294266934e-05,0.044263054109037
21,42,003,469000,1,420034690001,Block Group 1,G5030,S,585917,0,+40.4163718,-080.0437178,6.2165440531e-05,0.056498426972445
22,42,003,562600,2,420035626002,Block Group 2,G5030,S,579279,0,+40.4400200,-080.0409698,6.1486432244e-05,0.036666807269487
23,42,003,980700,1,420039807001,Block Group 1,G5030,S,621462,417415,+40.4367678,-080.0105440,0.000110265542908,0.076191268768356
24,42,003,562700,1,420035627001,Block Group 1,G5030,S,374704,0,+40.4507824,-080.0144011,3.9778592456e-05,0.028491463271534
25,42,003,261500,2,420032615002,Block Group 2,G5030,S,784926,0,+40.4698626,-080.0193109,8.3350853341e-05,0.050204259324219
26,42,003,070900,3,420030709003,Block Group 3,G5030,S,220502,0,+40.4489269,-079.9431401,2.3407671976e-05,0.021231185232494
27,42,003,980600,1,420039806001,Block Group 1,G5030,S,983079,473793,+40.4517918,-080.0280402,0.000154664348149,0.066568547774154
28,42,003,561600,1,420035616001,Block Group 1,G5030,S,294185,0,+40.4168801,-079.9615214,3.1214976033e-05,0.028118794408308
29,42,003,140100,3,420031401003,Block Group 3,G5030,S,291301,0,+40.4427301,-079.9435821,3.0920685009e-05,0.02704973399143
30,42,003,426800,3,420034268003,Block Group 3,G5030,S,1453580,0,+40.5347326,-079.9462765,0.000154501994605,0.063672073029912
31,42,003,151700,3,420031517003,Block Group 3,G5030,S,163396,0,+40.4225130,-079.9385272,1.7339145898e-05,0.01893369725481
32,42,003,151700,4,420031517004,Block Group 4,G5030,S,157178,0,+40.4216327,-079.9353993,1.6678750684e-05,0.017979857513847
33,42,003,160900,2,420031609002,Block Group 2,G5030,S,838893,282865,+40.4217339,-079.9608102,0.000119035871134,0.074494993924234
34,42,003,170200,1,420031702001,Block Group 1,G5030,S,405632,80841,+40.4302552,-079.9917411,5.1627998024e-05,0.041805503744848
35,42,003,170200,3,420031702003,Block Group 3,G5030,S,179690,0,+40.4272715,-079.9852076,1.9069389933e-05,0.018357716707868
36,42,003,170600,1,420031706001,Block Group 1,G5030,S,326814,0,+40.4248946,-079.9875965,3.4681243792e-05,0.047653661281236
37,42,003,170600,2,420031706002,Block Group 2,G5030,S,187620,0,+40.4235171,-079.9803391,1.9910000398e-05,0.039047553513206
38,42,003,180700,3,420031807003,Block Group 3,G5030,S,136739,0,+40.4228314,-080.0010209,1.4510452354e-05,0.019396591890263
39,42,003,190300,1,420031903001,Block Group 1,G5030,S,446914,0,+40.4347477,-080.0137486,4.7432981605e-05,0.04870102256808
40,42,003,191600,2,420031916002,Block Group 2,G5030,S,494963,0,+40.4138310,-080.0172406,5.2516515882e-05,0.038438790691736
41,42,003,191600,5,420031916005,Block Group 5,G5030,S,420289,0,+40.4122301,-080.0279441,4.4592537358e-05,0.030281080732838
42,42,003,191700,1,420031917001,Block Group 1,G5030,S,1473614,0,+40.4043681,-080.0109266,0.000156332144805,0.077773189713212
43,42,003,191700,2,420031917002,Block Group 2,G5030,S,148228,0,+40.4002650,-080.0189985,1.5724117198e-05,0.023263059529167
44,42,003,191700,3,420031917003,Block Group 3,G5030,S,243293,0,+40.4029550,-080.0186572,2.580968897e-05,0.024106334793196
45,42,003,191800,2,420031918002,Block Group 2,G5030,S,151177,0,+40.3905048,-080.0228446,1.6034577949e-05,0.017407317656819
46,42,003,191800,4,420031918004,Block Group 4,G5030,S,208766,0,+40.3935062,-080.0262803,2.2143951903e-05,0.023985908682512
47,42,003,191800,5,420031918005,Block Group 5,G5030,S,262285,0,+40.3846477,-080.0129263,2.7817217146e-05,0.036072299153323
48,42,003,191800,6,420031918006,Block Group 6,G5030,S,313952,0,+40.3860640,-080.0092899,3.3297545319e-05,0.028842896387345
49,42,003,191800,7,420031918007,Block Group 7,G5030,S,176569,0,+40.3900890,-080.0122440,1.872791708e-05,0.022759686395522
50,42,003,191900,1,420031919001,Block Group 1,G5030,S,209525,0,+40.3973803,-080.0201213,2.2226107603e-05,0.028668775990345
51,42,003,191900,2,420031919002,Block Group 2,G5030,S,184543,0,+40.3946814,-080.0190010,1.9575045805e-05,0.029520515529778
52,42,003,191900,3,420031919003,Block Group 3,G5030,S,214716,0,+40.3963773,-080.0268836,2.2776153815e-05,0.020981071783599
53,42,003,240600,1,420032406001,Block Group 1,G5030,S,725793,327614,+40.4655552,-079.9771792,0.000111849426543,0.069049743920857
54,42,003,240600,2,420032406002,Block Group 2,G5030,S,499712,0,+40.4611962,-079.9859550,5.3057362386e-05,0.045670237951017
55,42,003,241200,1,420032412001,Block Group 1,G5030,S,510111,0,+40.4714234,-079.9884347,5.4169607086e-05,0.04994621717713
56,42,003,010300,2,420030103002,Block Group 2,G5030,S,275341,0,+40.4368941,-079.9904722,2.9224088009e-05,0.022431263316886
57,42,003,526101,3,420035261013,Block Group 3,G5030,S,2447593,0,+40.5207102,-079.7794794,0.000260102440705,0.068347514731135
58,42,003,413500,2,420034135002,Block Group 2,G5030,S,2611378,0,+40.5792746,-080.0203257,0.000277746988424,0.092084604673817
59,42,003,402000,2,420034020002,Block Group 2,G5030,S,221677,0,+40.6092686,-079.7385631,2.3588115821e-05,0.020024295369269
60,42,003,521401,1,420035214011,Block Group 1,G5030,S,5322931,0,+40.4253890,-079.7378701,0.000564871248617,0.126788624122975
61,42,003,191800,1,420031918001,Block Group 1,G5030,S,150492,0,+40.3922903,-080.0203908,1.5962643747e-05,0.01757878159631
62,42,003,427100,2,420034271002,Block Group 2,G5030,S,1600635,0,+40.5285238,-079.9808340,0.000170116780247,0.071263321817938
63,42,003,080600,2,420030806002,Block Group 2,G5030,S,170535,0,+40.4582793,-079.9397404,1.8105978825e-05,0.019297698582519
64,42,003,523300,2,420035233002,Block Group 2,G5030,S,1340452,0,+40.4739600,-079.8329084,0.000142350553911,0.089313537096452
65,42,003,140300,2,420031403002,Block Group 2,G5030,S,288793,0,+40.4403396,-079.9159619,3.0653447512e-05,0.023036335850961
66,42,003,160800,2,420031608002,Block Group 2,G5030,S,234468,0,+40.4216155,-079.9656446,2.488038298e-05,0.0300592868228
67,42,003,160800,3,420031608003,Block Group 3,G5030,S,252787,0,+40.4192564,-079.9687826,2.6823430544e-05,0.028564589112339
68,42,003,160800,4,420031608004,Block Group 4,G5030,S,419751,0,+40.4209328,-079.9756047,4.4541001561e-05,0.029664159662373
69,42,003,160900,1,420031609001,Block Group 1,G5030,S,406004,160733,+40.4295398,-079.9691602,6.0145523347e-05,0.040291305894356
70,42,003,180300,1,420031803001,Block Group 1,G5030,S,474087,0,+40.4247707,-079.9943898,5.0309704055e-05,0.043906729698256
71,42,003,180300,2,420031803002,Block Group 2,G5030,S,155010,0,+40.4208932,-079.9928103,1.6448571366e-05,0.021908146180348
72,42,003,180300,3,420031803003,Block Group 3,G5030,S,140209,0,+40.4191906,-079.9927424,1.4877767981e-05,0.021655601913762
73,42,003,170600,3,420031706003,Block Group 3,G5030,S,321391,0,+40.4197333,-079.9840521,3.4103182103e-05,0.02911378013736
74,42,003,180700,2,420031807002,Block Group 2,G5030,S,128060,0,+40.4247086,-080.0011285,1.3589677662e-05,0.018784631927445
75,42,003,190300,2,420031903002,Block Group 2,G5030,S,333956,0,+40.4300724,-080.0162068,3.5442022485e-05,0.030787643223308
76,42,003,191100,2,420031911002,Block Group 2,G5030,S,892909,0,+40.4386190,-080.0261412,9.4773696906e-05,0.044846246587808
77,42,003,191400,1,420031914001,Block Group 1,G5030,S,380337,0,+40.4292006,-080.0064807,4.0363591886e-05,0.042835861402241
78,42,003,260900,1,420032609001,Block Group 1,G5030,S,812804,0,+40.4776336,-080.0025962,8.6320698448e-05,0.043205240341763
79,42,003,261200,1,420032612001,Block Group 1,G5030,S,1054086,0,+40.4922379,-080.0081098,0.00011196953721,0.063238974901318
80,42,003,261400,2,420032614002,Block Group 2,G5030,S,353592,0,+40.4619992,-080.0134962,3.7543057185e-05,0.028224087345971
81,42,003,270100,1,420032701001,Block Group 1,G5030,S,435462,0,+40.4845890,-080.0396191,4.6251484061e-05,0.034461801507593
82,42,003,270100,2,420032701002,Block Group 2,G5030,S,604333,131921,+40.4824127,-080.0461620,7.8196669653e-05,0.036670655274676
83,42,003,270300,1,420032703001,Block Group 1,G5030,S,386786,0,+40.4783520,-080.0351779,4.1077673576e-05,0.030064180906041
84,42,003,270800,1,420032708001,Block Group 1,G5030,S,320821,0,+40.4883995,-080.0376363,3.4077038188e-05,0.027460168276841
85,42,003,480400,1,420034804001,Block Group 1,G5030,S,1346887,0,+40.3872262,-079.9510735,0.000142852351348,0.080577497934701
86,42,003,492700,2,420034927002,Block Group 2,G5030,S,1234518,7390,+40.3012183,-079.8826541,0.000131553013733,0.06997441630321
87,42,003,270800,2,420032708002,Block Group 2,G5030,S,316228,0,+40.4811678,-080.0308312,3.3585662077e-05,0.04013700686963
88,42,003,563800,3,420035638003,Block Group 3,G5030,S,2123349,435641,+40.5223260,-080.1402815,0.000271940830099,0.08028583761813
89,42,003,271500,1,420032715001,Block Group 1,G5030,S,658971,0,+40.4750762,-080.0239774,6.9981149858e-05,0.055463034844279
90,42,003,271500,2,420032715002,Block Group 2,G5030,S,346314,0,+40.4706226,-080.0297333,3.6775455793e-05,0.038635518484437
91,42,003,271500,3,420032715003,Block Group 3,G5030,S,388516,0,+40.4716727,-080.0340732,4.1256939525e-05,0.036487378538205
92,42,003,290200,5,420032902005,Block Group 5,G5030,S,252784,0,+40.4039349,-079.9878790,2.6817246972e-05,0.027366023720335
93,42,003,310200,1,420033102001,Block Group 1,G5030,S,287589,0,+40.3771407,-079.9121875,3.0497261788e-05,0.028548178340165
94,42,003,310200,2,420033102002,Block Group 2,G5030,S,603128,0,+40.3680699,-079.9062776,6.3950241042e-05,0.038743306675235
95,42,003,310300,1,420033103001,Block Group 1,G5030,S,2046497,0,+40.3879253,-079.9225468,0.000217056040257,0.071183130682911
96,42,003,320400,1,420033204001,Block Group 1,G5030,S,487671,0,+40.3813307,-079.9903225,5.171830509e-05,0.032943181666179
97,42,003,320400,2,420033204002,Block Group 2,G5030,S,169754,0,+40.3870149,-079.9933934,1.8004543533e-05,0.022680947989656
98,42,003,320400,3,420033204003,Block Group 3,G5030,S,192355,0,+40.3912000,-079.9952262,2.0402500832e-05,0.030953374471295
99,42,003,320600,1,420033206001,Block Group 1,G5030,S,659247,0,+40.3971367,-080.0068195,6.9930629322e-05,0.050159624669288
100,42,003,496102,3,420034961023,Block Group 3,G5030,S,18600248,278108,+40.2340767,-079.8370547,0.001997798781739,0.27782266586755
101,42,003,552300,1,420035523001,Block Group 1,G5030,S,202684,0,+40.3431384,-079.8527817,2.1483253642e-05,0.021976128185149
102,42,003,401200,1,420034012001,Block Group 1,G5030,S,435138,346621,+40.6139148,-079.7207930,8.3190686282e-05,0.066703928495992
103,42,003,401200,2,420034012002,Block Group 2,G5030,S,1066234,0,+40.6198289,-079.7238406,0.000113472918753,0.053544325077741
104,42,003,401200,3,420034012003,Block Group 3,G5030,S,630097,0,+40.6094335,-079.7277694,6.7047161809e-05,0.043956915775033
105,42,003,401200,4,420034012004,Block Group 4,G5030,S,487189,0,+40.6137348,-079.7333005,5.1843947215e-05,0.032596382000398
106,42,003,401300,1,420034013001,Block Group 1,G5030,S,510541,0,+40.6248785,-079.7275937,5.4337510682e-05,0.038515544455839
107,42,003,407001,1,420034070011,Block Group 1,G5030,S,10829517,12854,+40.6459554,-079.8241585,0.001154241066746,0.153352622723911
108,42,003,407001,3,420034070013,Block Group 3,G5030,S,14090963,0,+40.6485528,-079.8702722,0.001500248987427,0.214136971298747
109,42,003,407002,4,420034070024,Block Group 4,G5030,S,5325453,0,+40.6066924,-079.9073059,0.00056664626492,0.106777716897368
110,42,003,408001,1,420034080011,Block Group 1,G5030,S,3841224,0,+40.6487536,-079.9303572,0.000408972154322,0.091449697911735
111,42,003,408002,1,420034080021,Block Group 1,G5030,S,3813747,0,+40.6249079,-079.9318120,0.000405903746059,0.091921387257525
112,42,003,408002,2,420034080022,Block Group 2,G5030,S,7853281,0,+40.6237483,-079.9662359,0.0008358250034,0.137191942675937
113,42,003,020300,1,420030203001,Block Group 1,G5030,S,1594790,326537,+40.4544996,-079.9812762,0.000203978523024,0.079628140935331
114,42,003,030500,1,420030305001,Block Group 1,G5030,S,383189,0,+40.4444333,-079.9856242,4.0675467892e-05,0.033520475867855
115,42,003,030500,2,420030305002,Block Group 2,G5030,S,285120,0,+40.4403846,-079.9813364,3.0263678558e-05,0.027860634656464
116,42,003,050600,1,420030506001,Block Group 1,G5030,S,391440,6849,+40.4553953,-079.9580440,4.2285113614e-05,0.03312503079035
117,42,003,429300,3,420034293003,Block Group 3,G5030,S,2819862,0,+40.5261271,-080.0533802,0.000299687307474,0.076223844287175
118,42,003,429300,4,420034293004,Block Group 4,G5030,S,1977862,0,+40.5423819,-080.0584103,0.00021025173499,0.062551511364638
119,42,003,429400,1,420034294001,Block Group 1,G5030,S,650319,0,+40.5448426,-080.0331461,6.9133378099e-05,0.04925621173436
120,42,003,429400,2,420034294002,Block Group 2,G5030,S,1135613,0,+40.5355385,-080.0292752,0.000120706251969,0.05176181634756
121,42,003,429400,3,420034294003,Block Group 3,G5030,S,966744,0,+40.5272300,-080.0283168,0.000102744112047,0.047080610362164
122,42,003,429400,4,420034294004,Block Group 4,G5030,S,805685,0,+40.5258085,-080.0197598,8.5625549579e-05,0.049636142884396
123,42,003,429500,1,420034295001,Block Group 1,G5030,S,1377091,0,+40.5488728,-080.0263034,0.000146401774198,0.051323735600006
124,42,003,429500,2,420034295002,Block Group 2,G5030,S,1152163,0,+40.5395930,-080.0178856,0.000122472671521,0.054445012318305
125,42,003,429600,2,420034296002,Block Group 2,G5030,S,819310,0,+40.5024531,-080.0448893,8.7043751999e-05,0.052280153887941
126,42,003,429700,2,420034297002,Block Group 2,G5030,S,1075338,0,+40.4945372,-080.0390436,0.000114231010926,0.070956176971617
127,42,003,430100,1,420034301001,Block Group 1,G5030,S,289411,0,+40.5162913,-080.0217937,3.0753439911e-05,0.030006141292934
128,42,003,562600,1,420035626001,Block Group 1,G5030,S,503824,0,+40.4409220,-080.0357065,5.3475327082e-05,0.059403376622293
129,42,003,562400,2,420035624002,Block Group 2,G5030,S,510554,0,+40.4142565,-080.0039647,5.4171522323e-05,0.043295751410184
130,42,003,430100,2,420034301002,Block Group 2,G5030,S,565338,0,+40.5137150,-080.0262624,6.0071506066e-05,0.034292340657035
131,42,003,430200,1,420034302001,Block Group 1,G5030,S,339715,0,+40.5245143,-080.0374833,3.6103235348e-05,0.031069028571529
132,42,003,430200,2,420034302002,Block Group 2,G5030,S,645306,0,+40.5216463,-080.0291088,6.8574200501e-05,0.060450702387514
133,42,003,430200,3,420034302003,Block Group 3,G5030,S,281741,0,+40.5201929,-080.0364157,2.9939932776e-05,0.027160267530471
134,42,003,430200,4,420034302004,Block Group 4,G5030,S,241658,0,+40.5198454,-080.0439205,2.5680419993e-05,0.024653916530825
135,42,003,562900,1,420035629001,Block Group 1,G5030,S,1442950,586256,+40.4081322,-079.9478287,0.000215296272317,0.095973009676378
136,42,003,430200,5,420034302005,Block Group 5,G5030,S,251948,0,+40.5161691,-080.0448613,2.677239286e-05,0.022046627766932
137,42,003,561900,2,420035619002,Block Group 2,G5030,S,652898,0,+40.4670321,-079.8924785,6.932773748e-05,0.03615079110203
138,42,003,563200,3,420035632003,Block Group 3,G5030,S,314335,0,+40.4572570,-079.9976554,3.3373557739e-05,0.037059819688571
139,42,003,020100,6,420030201006,Block Group 6,G5030,S,219023,62767,+40.4454007,-079.9971407,2.9912527664e-05,0.027938116426817
140,42,003,981800,1,420039818001,Block Group 1,G5030,S,1822889,310071,+40.4774936,-079.8964980,0.000226530500401,0.068400807260376
141,42,003,564200,1,420035642001,Block Group 1,G5030,S,2276526,234569,+40.3055645,-079.7947739,0.0002660043665,0.090951314424248
142,42,003,463900,3,420034639003,Block Group 3,G5030,S,172211,0,+40.4674641,-080.0676837,1.8286314228e-05,0.021508417188354
143,42,003,562500,1,420035625001,Block Group 1,G5030,S,602809,225010,+40.4627464,-080.0508428,8.7893430343e-05,0.087491296631724
144,42,003,564100,2,420035641002,Block Group 2,G5030,S,1126902,0,+40.4345251,-080.0841466,0.000119603044914,0.048592367280632
145,42,003,462600,3,420034626003,Block Group 3,G5030,S,169033,0,+40.4741513,-080.0792736,1.7950603292e-05,0.023851837081117
146,42,003,980000,1,420039800001,Block Group 1,G5030,S,637327,237263,+40.4875663,-079.8908303,9.289855798e-05,0.048247318311268
147,42,003,562000,2,420035620002,Block Group 2,G5030,S,269260,0,+40.4552764,-079.9531574,2.8586678156e-05,0.027446675343356
148,42,003,151600,2,420031516002,Block Group 2,G5030,S,434767,0,+40.4267884,-079.9459956,4.6138575921e-05,0.038864695163131
149,42,003,477300,4,420034773004,Block Group 4,G5030,S,720429,0,+40.3562720,-079.9761826,7.6374969128e-05,0.043438876056762
150,42,003,478200,1,420034782001,Block Group 1,G5030,S,517005,0,+40.3652298,-079.9783264,5.4816821676e-05,0.039574389166729
151,42,003,478200,3,420034782003,Block Group 3,G5030,S,476192,0,+40.3821476,-079.9724230,5.0501642058e-05,0.03268225618762
152,42,003,486900,1,420034869001,Block Group 1,G5030,S,300305,0,+40.3641127,-079.8526475,3.1840256936e-05,0.029806731325599
153,42,003,486900,2,420034869002,Block Group 2,G5030,S,407055,0,+40.3659102,-079.8457625,4.3159369217e-05,0.039075142002447
154,42,003,486900,3,420034869003,Block Group 3,G5030,S,227544,40752,+40.3617077,-079.8465996,2.8445195229e-05,0.030182247496804
155,42,003,487000,1,420034870001,Block Group 1,G5030,S,1021818,0,+40.3549635,-079.8882570,0.00010832408228,0.056493541525443
156,42,003,488100,2,420034881002,Block Group 2,G5030,S,619908,0,+40.3851706,-079.8839243,6.5746005215e-05,0.048595608528813
157,42,003,488200,2,420034882002,Block Group 2,G5030,S,847476,0,+40.3853391,-079.8717377,8.9881563969e-05,0.053231504087079
158,42,003,488200,3,420034882003,Block Group 3,G5030,S,590393,0,+40.3924893,-079.8817455,6.2622375257e-05,0.039520881446799
159,42,003,488400,1,420034884001,Block Group 1,G5030,S,1104999,0,+40.3698518,-079.8660088,0.000117167635721,0.046228955605428
160,42,003,250900,1,420032509001,Block Group 1,G5030,S,258947,0,+40.4608171,-080.0047735,2.7493816299e-05,0.030304637001682
161,42,003,261400,4,420032614004,Block Group 4,G5030,S,329424,0,+40.4683486,-080.0064345,3.4980620948e-05,0.029767640239999
162,42,003,562500,3,420035625003,Block Group 3,G5030,S,352995,0,+40.4521930,-080.0509090,3.7475185422e-05,0.043287195144494
163,42,003,563000,4,420035630004,Block Group 4,G5030,S,342792,0,+40.4578183,-080.0705756,3.639451069e-05,0.03131821982693
164,42,003,562600,4,420035626004,Block Group 4,G5030,S,260149,0,+40.4440663,-080.0364074,2.7614713019e-05,0.027147211968178
165,42,003,552300,3,420035523003,Block Group 3,G5030,S,365537,0,+40.3420643,-079.8481747,3.874386157e-05,0.032674625276891
166,42,003,427000,2,420034270002,Block Group 2,G5030,S,641197,151831,+40.4760308,-079.9727207,8.4219169014e-05,0.062891483250064
167,42,003,490002,1,420034900021,Block Group 1,G5030,S,567860,0,+40.2927636,-080.0247229,6.0144815176e-05,0.036356577189033
168,42,003,489002,4,420034890024,Block Group 4,G5030,S,1353675,0,+40.3303849,-079.9759909,0.000143453032126,0.060347614025165
169,42,003,981000,1,420039810001,Block Group 1,G5030,S,1372534,0,+40.4731010,-079.9488648,0.000145755360214,0.066650885516469
170,42,003,110600,2,420031106002,Block Group 2,G5030,S,227775,0,+40.4752841,-079.9162654,2.4189205398e-05,0.021538026965113
171,42,003,120400,1,420031204001,Block Group 1,G5030,S,176132,0,+40.4633747,-079.9087836,1.8701454086e-05,0.01741844302276
172,42,003,515401,3,420035154013,Block Group 3,G5030,S,209305,0,+40.4302582,-079.8946845,2.2212863437e-05,0.022517262368546
173,42,003,561600,4,420035616004,Block Group 4,G5030,S,204035,0,+40.4149245,-079.9736036,2.1649081909e-05,0.022858921929309
174,42,003,562000,3,420035620003,Block Group 3,G5030,S,232869,0,+40.4481874,-079.9558045,2.4720322261e-05,0.023439878863115
175,42,003,562900,3,420035629003,Block Group 3,G5030,S,803514,0,+40.4176307,-079.9441160,8.5259225036e-05,0.054873629835924
176,42,003,090200,3,420030902003,Block Group 3,G5030,S,71477,0,+40.4664652,-079.9570577,7.589600568e-06,0.012408483317003
177,42,003,101100,3,420031011003,Block Group 3,G5030,S,249575,0,+40.4818100,-079.9477740,2.6506695438e-05,0.034375353302991
178,42,003,140600,3,420031406003,Block Group 3,G5030,S,184852,0,+40.4430458,-079.8953704,1.9621492407e-05,0.019833267487823
179,42,003,010300,4,420030103004,Block Group 4,G5030,S,131024,0,+40.4373468,-079.9772866,1.3906795903e-05,0.020652501256874
180,42,003,552400,1,420035524001,Block Group 1,G5030,S,211028,0,+40.3368087,-079.8359150,2.2365113063e-05,0.022372124381927
181,42,003,552400,2,420035524002,Block Group 2,G5030,S,460883,0,+40.3322951,-079.8377395,4.8842558502e-05,0.041324044809028
182,42,003,560400,2,420035604002,Block Group 2,G5030,S,138225,0,+40.4417228,-079.8905826,1.4671953603e-05,0.020218097646318
183,42,003,431100,1,420034311001,Block Group 1,G5030,S,372765,0,+40.4930095,-080.0495984,3.9597207077e-05,0.029540330058074
184,42,003,431100,2,420034311002,Block Group 2,G5030,S,551396,0,+40.4882110,-080.0513499,5.8568459621e-05,0.037373705255186
185,42,003,431400,1,420034314001,Block Group 1,G5030,S,687844,0,+40.5029558,-080.0552330,7.3076869321e-05,0.037249437723119
186,42,003,431500,2,420034315002,Block Group 2,G5030,S,225625,0,+40.4973132,-080.0541428,2.396879625e-05,0.019984825087312
187,42,003,432300,1,420034323001,Block Group 1,G5030,S,666882,0,+40.5056484,-080.0689177,7.0852820067e-05,0.039625019264898
188,42,003,432300,2,420034323002,Block Group 2,G5030,S,219452,0,+40.5013573,-080.0646220,2.3314114592e-05,0.02394540139795
189,42,003,564200,2,420035642002,Block Group 2,G5030,S,3434274,124920,+40.3284879,-079.8057761,0.000377149885599,0.098532257468935
190,42,003,040900,3,420030409003,Block Group 3,G5030,S,253498,0,+40.4308074,-079.9518013,2.6903446658e-05,0.022235635272006
191,42,003,489002,3,420034890023,Block Group 3,G5030,S,942388,0,+40.3245326,-079.9617268,9.985952369e-05,0.044521651906171
192,42,003,562300,5,420035623005,Block Group 5,G5030,S,394539,0,+40.4142957,-079.9369121,4.1861788086e-05,0.037649751905802
193,42,003,020100,5,420030201005,Block Group 5,G5030,S,393487,88554,+40.4381256,-079.9968423,5.1163955273e-05,0.037661373331895
194,42,003,060300,1,420030603001,Block Group 1,G5030,S,389986,0,+40.4621221,-079.9609470,4.1407790342e-05,0.037030283627962
195,42,003,160800,1,420031608001,Block Group 1,G5030,S,122315,0,+40.4229708,-079.9707725,1.2979576344e-05,0.015946174613471
196,42,003,432400,3,420034324003,Block Group 3,G5030,S,350871,191084,+40.4951159,-080.0667092,5.7572849728e-05,0.043130545334616
197,42,003,434000,1,420034340001,Block Group 1,G5030,S,447588,0,+40.5065702,-080.0782814,4.755500774e-05,0.031141451120939
198,42,003,434000,2,420034340002,Block Group 2,G5030,S,533862,204393,+40.5057991,-080.0841962,7.8435775805e-05,0.049122497499935
199,42,003,435000,1,420034350001,Block Group 1,G5030,S,822807,0,+40.5135198,-080.0948988,8.7429207205e-05,0.064401435504073
200,42,003,435000,2,420034350002,Block Group 2,G5030,S,649965,318264,+40.5106161,-080.1014648,0.000102875061573,0.054459897884311
201,42,003,290400,3,420032904003,Block Group 3,G5030,S,275843,0,+40.3844190,-079.9867635,2.9255178666e-05,0.037552453582471
202,42,003,564400,7,420035644007,Block Group 7,G5030,S,486491,0,+40.3813996,-079.7703735,5.1593150555e-05,0.038373798997908
203,42,003,515401,1,420035154011,Block Group 1,G5030,S,261232,0,+40.4243138,-079.8924130,2.7721602482e-05,0.030908822023498
204,42,003,515401,2,420035154012,Block Group 2,G5030,S,134384,0,+40.4226469,-079.8969516,1.4260464548e-05,0.020106535319011
205,42,003,522000,1,420035220001,Block Group 1,G5030,S,262833,0,+40.4040166,-079.7728366,2.7882993053e-05,0.028261993404419
206,42,003,522000,2,420035220002,Block Group 2,G5030,S,312485,0,+40.4030234,-079.7783781,3.3149944397e-05,0.037692640243904
207,42,003,981100,1,420039811001,Block Group 1,G5030,S,875989,0,+40.4420377,-079.9063256,9.2982712097e-05,0.046586507927078
208,42,003,470501,2,420034705012,Block Group 2,G5030,S,572216,0,+40.3953254,-080.0613284,6.0696884899e-05,0.036992298315818
209,42,003,445500,1,420034455001,Block Group 1,G5030,S,923574,0,+40.5382348,-080.1749435,9.8176885406e-05,0.080171752883542
210,42,003,560500,1,420035605001,Block Group 1,G5030,S,191855,0,+40.4394349,-079.8916687,2.0364037704e-05,0.021258270496747
211,42,003,560600,2,420035606002,Block Group 2,G5030,S,191121,0,+40.4388865,-079.8841174,2.0285836773e-05,0.021186674733383
